Component_ID,RA,DEC,ASKAP_flux,RA_comp,DEC_comp,Comp_flux,Flux_Ratio_AlphaCorr,Flux_Ratio_NOAlphaCorr
SB50539_component_19a,227.239011,-69.220348,245.686,227.2390781753185,-69.22018983182909,150.66175590487416,1.0516834766939915,1.6307124735343903
SB50539_component_50a,225.565105,-70.310368,136.045,225.56489584474534,-70.31028147125699,72.5188985519096,1.2098709173671138,1.8759937186795967
SB50539_component_55a,234.296782,-71.914889,120.964,234.29664403371794,-71.91490845230929,233.68679095385832,0.33383327345670993,0.5176330095229537
SB50539_component_63a,223.838404,-68.654013,104.439,223.8377896357738,-68.65391586840406,58.411127844231345,1.1531207381358894,1.787998397655268
SB50539_component_66a,232.012586,-69.902463,103.339,232.01207842964544,-69.90248602445452,70.49900764615731,0.9453418733663086,1.4658220071107586
SB50539_component_85a,236.444787,-69.782063,80.510,236.4447268385978,-69.7818506446217,41.464019763311214,1.2522357341917303,1.9416834787318058
SB50539_component_92a,227.564097,-71.514594,74.686,227.56389658704475,-71.51463290889494,35.90343185301775,1.3415623990795804,2.080191033409522
SB50539_component_120a,222.714568,-67.530149,58.313,222.71437597970439,-67.5300882198384,28.428286626390268,1.3228858002568518,2.0512315951960765
SB50539_component_140a,229.312988,-69.728495,47.287,229.3128251792249,-69.72843298593423,31.676936546323656,0.9627338312280247,1.4927895151612225
SB50539_component_160a,225.352986,-68.523775,40.806,225.35247136346396,-68.523678414187,41.37899786697288,0.6359920860449998,0.9861524410775823
SB50539_component_167a,235.252027,-67.424044,37.323,235.25138825043425,-67.4238476316878,25.049158500718146,0.9609285196712191,1.4899902469978077
SB50539_component_179a,229.584136,-69.564570,34.646,229.58406153487925,-69.56452086185216,20.464833674067787,1.0918237523704917,1.6929529191507322
SB50539_component_190a,227.197759,-66.947994,31.151,227.19789434049116,-66.94788023257114,41.222817553744235,0.48735111619065635,0.7556737000958452
SB50539_component_215a,234.979157,-67.562737,27.097,234.9785045712688,-67.56252122647435,16.255529773920266,1.0750477209938676,1.6669404503533116
SB50539_component_219a,233.925061,-71.329787,26.863,233.9249418525165,-71.3296792869459,13.766756778550738,1.2584342912554036,1.9512947967240049
SB50539_component_224a,229.841456,-67.202172,28.413,229.84152846378743,-67.2020680795647,17.40132753555065,1.0530339395711164,1.6328064654127217
SB50539_component_242a,232.249472,-70.197814,22.994,232.2491128462779,-70.19783477270644,14.904293592698009,0.9949718133400571,1.5427768742066725
SB50539_component_246a,231.518248,-71.462094,24.082,231.5181780886915,-71.4620475114612,13.679664556177217,1.1353369560677342,1.7604233373944362
SB50539_component_254a,232.647578,-69.790145,21.234,232.64728133112604,-69.79017699605032,12.366350462382865,1.1073831346077985,1.7170788840984996
SB50539_component_269a,226.546880,-69.497383,20.006,226.54672173399683,-69.49727394201498,13.148790101579277,0.9812555825470651,1.521508850947126
SB50539_component_278a,228.027571,-68.435696,19.325,228.02693228977392,-68.43563113228237,10.77873558298824,1.1562702693494997,1.7928819771253626
SB50539_component_284a,232.423073,-71.386826,21.518,232.42312813651603,-71.38678884081402,12.413364987388258,1.1179439461336371,1.7334541980284741
