BEAM_NUM,BEAM_TIME,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,VIS_TOTAL,VIS_FLAGGED
0,5256631875.793058,-136.8528708333,-11.28503888889,344.3679065594785,41.63772853032642,13.11328012319874,10.771456162940064,61.1417796336617,,
1,5256631450.093351,-135.9345791667,-11.29031111111,345.3178858869086,41.08761056410368,13.177575961094808,10.728294417205849,61.516653058751,,
2,5256633738.918089,-135.0166708333,-11.29323888889,346.2511754984194,40.529693206540045,13.284681086073673,10.756793898262297,61.4038376792943,,
3,5256634712.43339,-134.0989208333,-11.29383055556,347.16838312128783,39.9641182920917,13.36777323236323,10.753859254687992,61.4507743181055,,
4,5256634669.3656845,-133.1811208333,-11.29206944444,348.0701088397693,39.39103923220262,13.46479054437474,10.748988636593328,61.536960620871,,
5,5256633502.635941,-132.26305,-11.28796944444,348.95692789299414,38.81056087592728,13.549999101779555,10.735716021360659,61.6136071895308,,
6,5256631427.924677,-136.3882583333,-10.50831111111,345.4865147550497,41.978707304024525,13.16802500837856,10.74056442176034,60.6263084052549,,
7,5256631844.189251,-135.4725916667,-10.5124,346.43144683091754,41.419417846939254,13.297052470574737,10.780540896878891,60.6576923797507,,
8,5256633499.80755,-134.5571916667,-10.51415,347.35960989684236,40.85248480629376,13.384802489077584,10.767428343688248,60.804569199289,,
9,5256634652.734952,-133.6418416667,-10.51356111111,348.27163049449916,40.278054521606336,13.480099077552552,10.764495921326905,60.8443437525677,,
10,5256633413.142126,-132.7263416667,-10.51063888889,349.1681011548774,39.696261902299796,13.593139481823913,10.75930355991636,60.8532525961945,,
11,5256633666.107565,-131.8104583333,-10.50538888889,350.04963333479884,39.10720385229581,13.67897948172792,10.756680941214755,60.889710640354,,
12,5256631610.56222,-136.84015,-9.725938888889,345.65916837092203,42.86964278349578,13.230138133175291,10.792827935020512,59.808488896221,,
13,5256631500.82851,-135.9264916667,-9.731180555556,346.61620844583024,42.30881695670727,13.311416558135845,10.786743530477928,59.9634154409563,,
14,5256633762.552237,-135.0132083333,-9.7341,347.55573464963413,41.74034167069795,13.403452615739784,10.778923027282321,60.0258029496214,,
15,5256634393.453351,-134.1000791667,-9.734680555556,348.47842645860294,41.16438538045933,13.45575451358322,10.741419056668356,60.1184614791146,,
16,5256632838.757238,-133.1869,-9.732930555556,349.38491124357995,40.58108890126893,13.560811951461408,10.742385642476076,60.2502017474636,,
17,5256631638.546104,-132.27345,-9.72885,350.27582543468225,39.99057128990095,13.709466982615213,10.779295632002928,60.2467062483732,,
18,5256633283.359788,-136.3786708333,-8.949469444444,346.80575480211246,43.19807468748413,13.342563669554496,10.81199859365106,59.2296957552186,,
19,5256634999.429636,-135.4672583333,-8.953538888889,347.75711435336405,42.627885463556844,13.479908826820788,10.806419480226443,59.1404045352674,,
20,5256635662.458895,-134.5561291667,-8.955280555556,348.6908705114409,42.050234128827086,13.68979561014624,10.7666620684461,59.1281847591396,,
21,5256635952.973024,-133.6450416667,-8.9547,349.6077276840039,41.46525159967883,13.627867419410004,10.800172160618255,59.4703281887553,,
22,5256634704.507245,-132.7338,-8.951788888889,350.5083393330889,40.87308980997053,13.703878622824345,10.773068336371765,59.8147043625413,,
23,5256633244.843319,-131.8221791667,-8.946561111111,351.3933521444338,40.27384763125688,13.839172434719028,10.795931255959704,59.6372634921909,,
24,5256633366.324696,-136.8294083333,-8.167111111111,347.0004595990292,44.087397498326226,13.376004891036263,10.835751330787716,58.5194340679457,,
25,5256633532.498007,-135.9196583333,-8.172330555556,347.9640920991181,43.51532699553913,13.458157693641036,10.827519085013758,58.5792184508349,,
26,5256635875.034423,-135.0102791667,-8.175230555556,348.90935256880294,42.935785075865894,13.578626938294368,10.807478801222867,58.8473758328451,,
27,5256636297.709873,-134.1010583333,-8.175811111111,349.8369592955573,42.348937263963705,13.654920156274045,10.819967314553784,58.7924166532183,,
28,5256635164.498106,-133.1917791667,-8.174069444444,350.7476197830272,41.75492901830523,13.780818378345383,10.816861241436408,58.8826699936882,,
29,5256633830.293604,-132.2822416667,-8.170011111111,351.6419996225553,41.153892151535665,13.875229207772964,10.814622088292747,59.0141992664608,,
30,5256631846.817116,-136.3706708333,-7.390338888889,348.1770917795108,44.40284289159256,13.494554952228935,10.849452414606361,57.8921603949786,,
31,5256633632.280145,-135.4628208333,-7.394388888889,349.134293427547,43.82123326684262,13.590918110659068,10.848105748519236,58.0081875761848,,
32,5256635207.951804,-134.5552416667,-7.396130555556,350.07303823866295,43.23233048662749,13.71182976967806,10.839685995736776,58.024454086274,,
33,5256635238.439859,-133.6477083333,-7.39555,350.99409366497326,42.63629478300044,13.794350082360408,10.838793374358335,58.2191421047588,,
34,5256634588.700539,-132.7400208333,-7.392661111111,351.8981567883204,42.03326248651942,13.906578355182612,10.838072026303488,58.3220975699821,,
35,5256633472.714097,-131.8319583333,-7.387438888889,352.78596106559894,41.42336672151159,14.01338294016264,10.829468947802328,58.4346141012864,,
