Component_ID,RA,DEC,RA_comp,DEC_comp
SB74440_component_33a,320.89714,-5.32959,320.897101,-5.329233
SB74440_component_49a,320.20201,-3.508641,320.201973,-3.508036
SB74440_component_99a,319.680168,-6.605191,319.680176,-6.605
