Component_ID,RA,DEC,ASKAP_flux,RA_comp,DEC_comp,Comp_flux,Flux_Ratio_AlphaCorr,Flux_Ratio_NOAlphaCorr
SB45830_component_11a,199.530310,-61.564797,501.783,199.53000467679354,-61.56462516011558,362.2155385038556,1.09046777050609,1.3853160236432316
SB45830_component_29a,192.430271,-60.664730,272.284,192.42987396505723,-60.664795639740206,188.50382171132023,1.1370143181117318,1.4444481502290931
SB45830_component_40a,199.265645,-62.472185,183.334,199.2653701142147,-62.47203227191204,165.93360677427071,0.8697063410528865,1.1048635848866295
SB45830_component_42a,200.776732,-59.486466,190.732,200.77645103444178,-59.48639819192329,133.67587792689906,1.1231415191780265,1.4268243275215926
SB45830_component_48a,195.046788,-62.103932,162.548,195.04653688680605,-62.103779977747365,105.34415736982943,1.2146052789671629,1.5430186942379434
SB45830_component_50a,196.797323,-58.233165,159.677,196.79710554786377,-58.23298834981396,112.37908005648158,1.1184610739270766,1.4208783509606195
SB45830_component_58a,200.092452,-58.461549,138.744,200.0919985604245,-58.46147682704987,147.04492372328758,0.7427252037808241,0.9435484053634521
SB45830_component_67a,190.722133,-58.368308,125.820,190.7220583885623,-58.36828216577909,83.18251577639084,1.1906431160553692,1.512577475211863
SB45830_component_68a,195.219378,-58.442484,126.355,195.21931367907283,-58.4423271136534,88.82279174865081,1.1197781812569467,1.422551586922541
SB45830_component_70a,193.343408,-62.510216,143.795,193.34532987665244,-62.510546985017506,9.978975698895134,11.342839612163882,14.409795404639196
SB45830_component_79a,193.781816,-61.475025,115.204,193.78177350441393,-61.47486192585878,80.8228588439382,1.1220115716407997,1.4253888569175688
SB45830_component_82a,199.322920,-58.901819,110.210,199.32264933944444,-58.90172922388884,70.96790029464505,1.2224272409900971,1.5529556127052087
SB45830_component_85a,196.342577,-61.259692,102.323,196.34239932108994,-61.259584352498514,73.85719215202587,1.090547132315314,1.3854168438498962
SB45830_component_91a,197.667715,-61.087623,89.805,197.66749374670894,-61.08748546888378,71.22242396623493,0.9925393758315162,1.2609090691402256
SB45830_component_100a,198.755378,-57.803174,81.152,198.75504993202532,-57.80312846783825,66.76793657672391,0.9567429079088243,1.2154337034812102
SB45830_component_103a,189.771048,-61.167011,87.574,189.77072962276748,-61.16643769276119,33.13189443942092,2.080620542375053,2.6431931822576824
SB45830_component_104a,190.771152,-60.399339,77.695,190.7707236610397,-60.39936995582242,89.25838324369708,0.6851852886420382,0.8704504481410781
SB45830_component_105a,199.653559,-61.999921,77.969,199.65325860900282,-61.99970400097845,48.02835463863955,1.277874611745113,1.6233952288528384
SB45830_component_106a,190.323841,-61.745203,83.662,190.3234327884729,-61.74494274744467,102.22360403111699,0.6442301469079424,0.8184215705993867
