Component_ID,RA,DEC,RA_comp,DEC_comp
SB74140_component_3a,131.99453,-5.342868,131.994687,-5.34275
SB74140_component_34a,135.434111,-7.037915,135.434332,-7.037797
SB74140_component_87a,132.556423,-5.129243,132.556552,-5.129168
