Component_ID,RA,DEC,RA_comp,DEC_comp
SB85523_component_5a,61.891283,-33.062886,61.891307,-33.062877
SB85523_component_7a,64.041857,-34.051063,64.041893,-34.0511
SB85523_component_75a,68.185677,-33.153301,68.185684,-33.153314
