Component_ID,RA,DEC,RA_comp,DEC_comp
SB74446_component_2a,228.210691,-9.099914,228.210554,-9.099953
SB74446_component_3a,226.512571,-9.319803,226.512642,-9.320016
SB74446_component_12a,227.335699,-7.596548,227.33564,-7.596716
