Component_ID,RA,DEC,RA_comp,DEC_comp
SB54807_component_8a,34.260907,-8.347558,34.261093,-8.347875
SB54807_component_32a,31.608597,-11.844231,31.608686,-11.844368
SB54807_component_36a,34.161777,-10.284104,34.161983,-10.284166
SB54807_component_51a,32.568828,-7.622395,32.56887,-7.622415
