Component_ID,RA,DEC,RA_comp,DEC_comp
SB74456_component_3a,153.055928,6.51526,153.055617,6.515889
SB74456_component_20a,151.957513,7.142957,151.957566,7.143316
SB74456_component_31a,151.203305,7.143434,151.203411,7.143816
SB74456_component_34a,151.656902,5.164592,151.656711,5.164994
SB74456_component_51a,147.514476,6.250697,147.514448,6.25106
