Component_ID,RA,DEC,ASKAP_flux,RA_comp,DEC_comp,Comp_flux,Flux_Ratio_AlphaCorr,Flux_Ratio_NOAlphaCorr
SB50050_component_21a,207.374976,1.577119,340.957,207.374754,1.577333,354.814,1.0091468862451682,0.9609457370126936
SB50050_component_31a,211.038152,2.506001,187.640,211.037908,2.506243,194.339,1.0139603653720388,0.9655293038949899
SB50050_component_49a,210.192139,0.316636,114.669,210.191862,0.316672,116.403,1.0345163693989952,0.9851034657033042
SB50050_component_51a,208.091373,2.501900,120.563,208.091174,2.501943,126.51,1.0007940694965185,0.9529918863334049
SB50050_component_55a,208.267521,0.867900,113.990,208.26727,0.867999,116.446,1.0280108318990806,0.9789086603556114
SB50050_component_61a,209.826561,2.327519,108.156,209.826309,2.327623,113.255,1.0028794808319283,0.9549776895499579
SB50050_component_64a,208.797509,0.532057,104.098,208.797324,0.53214,108.741,1.0053205990632121,0.957302209587496
SB50050_component_66a,206.652844,-1.009133,100.086,206.652638,-1.009296,106.131,0.9903451752022621,0.9430420756909503
SB50050_component_69a,206.946642,0.211987,99.520,206.9465,0.212171,105.31,0.9924217185165416,0.9450194344607958
SB50050_component_70a,212.347986,-0.077073,97.448,212.347806,-0.07665,100.478,1.0184916189785203,0.9698441255486276
SB50050_component_72a,209.200388,-2.293599,93.612,209.200117,-2.293538,90.25,1.0892807559743833,1.0372520721520082
SB50050_component_82a,210.966421,2.576382,80.782,210.966208,2.576564,81.487,1.0410744293068261,0.9913482847652272
SB50050_component_84a,206.993092,0.630824,79.410,206.992943,0.630847,77.798,1.0719198260087408,1.0207203740727187
SB50050_component_85a,208.441433,-2.154894,79.017,208.441286,-2.154648,79.487,1.0439505838426097,0.9940870619222719
SB50050_component_86a,211.751860,1.771331,77.417,211.751872,1.771389,78.466,1.0361206825298899,0.9866311500126748
SB50050_component_87a,210.566761,-1.034861,79.077,210.566546,-1.034663,83.591,0.993450432618949,0.9459990128004679
SB50050_component_88a,210.881714,-1.577396,75.114,210.881571,-1.577162,75.719,1.041769242264043,0.9920099104991607
SB50050_component_97a,208.236967,2.257635,71.374,208.236789,2.25771,68.721,1.0907019494203287,1.0386053833517614
SB50050_component_100a,209.411174,1.470272,65.309,209.410866,1.4704,63.865,1.0739044077549216,1.022610163750257
SB50050_component_101a,206.760376,1.276182,65.338,206.760249,1.276251,68.996,0.9944831430743272,0.9469823966102882
SB50050_component_111a,208.168794,2.127131,61.177,208.168492,2.127287,61.477,1.0450354349716038,0.9951200959452761
SB50050_component_121a,209.751607,2.275633,63.897,209.751378,2.27575,64.362,1.04257295037529,0.9927752300912163
SB50050_component_122a,209.845403,2.293873,54.827,209.845184,2.293991,56.961,1.0108166693746234,0.9625357641949166
SB50050_component_126a,208.490237,0.524702,52.480,208.490019,0.524811,54.629,1.0088488236063928,0.96066191111381
SB50050_component_128a,207.302793,2.367267,51.596,207.30262,2.36737,55.569,0.9750771478416317,0.9285033142829044
SB50050_component_129a,210.084024,0.886580,50.828,210.083821,0.886664,51.502,1.0364167881865254,0.9869131124032121
SB50050_component_130a,207.152189,1.906702,51.497,207.151999,1.906792,54.865,0.9856939251347202,0.9386129891178204
SB50050_component_132a,207.587684,-1.526328,50.773,207.587498,-1.526497,52.36,1.0183303723900348,0.9696905807833165
SB50050_component_141a,209.605214,0.982698,47.351,209.60498,0.982746,35.91,1.3847433433438103,1.318602109147924
SB50050_component_146a,212.099183,0.738315,46.668,212.098993,0.738771,48.804,1.0041978424846494,0.9562330806404828
SB50050_component_148a,212.022381,1.703646,45.186,212.022451,1.703621,42.038,1.1288009859603254,1.0748846477942484
SB50050_component_150a,210.020560,0.325048,44.376,210.020284,0.325145,46.574,1.0005991478508773,0.9528062749749558
SB50050_component_151a,208.219490,-1.895480,47.010,208.219376,-1.895683,47.251,1.0448038194038172,0.9948995433225372
SB50050_component_153a,210.497531,0.988979,44.641,210.497284,0.989108,44.16,1.061598652664583,1.0108921838843306
SB50050_component_154a,206.809496,0.115844,43.424,206.809431,0.116029,45.896,0.9935975386636862,0.9461390924345684
SB50050_component_155a,209.821250,-0.738743,44.298,209.820959,-0.738532,46.543,0.9995056861911276,0.9517650416967828
SB50050_component_158a,207.465460,2.142518,42.530,207.465218,2.142596,44.883,0.9951052388117265,0.9475747784082363
