Component_ID,RA,DEC,RA_comp,DEC_comp
SB71464_component_4a,131.994538,-5.342861,131.994687,-5.34275
SB71464_component_23a,131.986223,-7.054749,131.986405,-7.054695
SB71464_component_83a,132.556434,-5.129243,132.556552,-5.129168
